"content","timestamp","post__pagename","post__timestamp","post__message","target__display","target__headline","target__url","target__description","target__image__src","target__image__label"
"Holbæk. #StopClickbait","21-04-2017 14:59","","","","bt.dk","Melding om mystisk mand med jagtgevær: Store dele af sjællandsk by lukket ned","http://www.bt.dk/danmark/melding-om-mystisk-mand-med-jagtgevaer-store-dele-af-sjaellandsk-by-lukket-ned","Læs mere her.","images/image_495.jpg","Bilden kan innehålla: bil och utomhus"
"Videoklip fra Estland: Han glemte at trække håndbremsen før han stod ud for at hjælpe damen, så han er nødt til at slippe hende for at stoppe bilen. (Se video i tråden) #StopClickbait","21-04-2017 12:39","","","","ekstrabladet.dk","Ville hjælpe dame over vejen - men glemte noget afgørende","http://ekstrabladet.dk/vrangen/ville-hjaelpe-dame-over-vejen-men-glemte-noget-afgoerende/6623636","Hun blev bar' så glad - og så ikke helt. Se det tragikomiske klip her","images/image_496.jpg","Billedet indeholder sandsynligvis: friluftsliv"
"Du kan nøjes med 2-3 gange om ugen; brug kun sæbe ved kritiske steder. #StopClickBait","20-04-2017 14:30","","","","bt.dk","Så tit bør du gå i bad: Overrasker det dig?","http://www.bt.dk/udland/saa-tit-boer-du-gaa-i-bad-overrasker-det-dig","Læs mere her.","images/image_497.jpg","Image may contain: one or more people and closeup"
"Det roder. #StopClickBait","20-04-2017 13:40","","","","bt.dk","Kendt brystbombe strækker sig på foto: Nu går snakken om det bag hende","http://www.bt.dk/underholdning/kendt-brystbombe-straekker-sig-paa-foto-nu-gaar-snakken-om-det-bag-hende","Læs mere her.","images/image_498.jpg","Billedet indeholder sandsynligvis: en eller flere personer og folk, der står"
"Grundet reflektionen af trafikken, i hans brille, sendte Politiet en sarkastisk Twitter-besked med en bøde. #StopClickBait","20-04-2017 12:36","","","","ekstrabladet.dk","Tog den helt forkerte selfie i sin bil: Så skete det utrolige","http://ekstrabladet.dk/nyheder/samfund/tog-den-helt-forkerte-selfie-i-sin-bil-saa-skete-det-utrolige/6619874","Politiet sendte efterfølgende en sarkastisk twitter-besked med en bøde på 1780 kroner","images/image_499.jpg","Billedet indeholder sandsynligvis: en eller flere personer, solbriller, skæg og nærbillede"
"Kelly Osbournes lille nieces arm kan ses i baggrunden, men ikke resten af barnet, idet hun er bag Lisa Stelly. Det jokede nogle fans med på Instagram. (Se billede i kommentar) #StopClickbait","17-04-2017 18:53","","","","ekstrabladet.dk","TV-stjerne delte pool-billede: Så opdagede folk noget mærkeligt i baggrunden","http://ekstrabladet.dk/flash/udlandkendte/tv-stjerne-delte-pool-billede-saa-opdagede-folk-noget-maerkeligt-i-baggrunden/6617964","Kelly Osborne havde slet ikke opdagede det underlige på billedet, før hendes fans gik amok","images/image_500.jpg","Billedet indeholder sandsynligvis: tekst"
"Tomas Brolin sælger nu mundstykker til støvsugere. #StopClickBait","15-04-2017 11:00","","","","bt.dk","En gang scorede den svenske angriber mod Danmark: I dag laver han noget HELT andet","http://www.bt.dk/fodbold/en-gang-scorede-den-svenske-angriber-mod-danmark-i-dag-laver-han-noget-helt-andet","Læs mere her.","images/image_501.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der dyrker sport og friluftsliv"
"5 guldbarer.  Mere end 17 mio. værd.  #StopClickBait","13-04-2017 18:05","","","","bt.dk","Nick købte kampvogn for 260.000: I tanken fandt han noget, der gør ham meget rig","http://www.bt.dk/utroligt-men-sandt/nick-koebte-kampvogn-for-260.000-i-tanken-fandt-han-noget-der-goer-ham","Læs mere her.","images/image_502.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"Spirituskørsel. #StopClickBait","13-04-2017 09:06","","","","ekstrabladet.dk","Politiet er ekstra til stede: Det har de især fokus på i påsken","http://ekstrabladet.dk/112/politiet-er-ekstra-til-stede-det-har-de-isaer-fokus-paa-i-paasken/6614421","Højtidernes familiefrokoster får bilister til at tænke i alternative transportmuligheder","images/image_503.jpg","Billedet indeholder sandsynligvis: en eller flere personer og friluftsliv"
"Et 2000 år gammelt klæde, som datidens egyptere angiveligt havde brugt til begravelser. #Stopclickbait","11-04-2017 05:49","","","","ekstrabladet.dk","Papirpose var gemt på loft i 70 år: Fik et chok da de åbnede den","http://ekstrabladet.dk/vrangen/papirpose-var-gemt-paa-loft-i-70-aar-fik-et-chok-da-de-aabnede-den/6610981","Posen skulle smides ud - indtil de opdagede, hvad der var inden i","images/image_504.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"At folk ikke smider deres affald i skraldespanden. #StopClickBait","10-04-2017 12:33","","","","ekstrabladet.dk","Lisbeth Østergaard raser: Det her er fandme IKKE okay","http://ekstrabladet.dk/flash/dkkendte/lisbeth-oestergaard-raser-det-her-er-fandme-ikke-okay/6609942","Den smukke tv-vært er rasende over, at folk ikke smider deres affald i skraldespanden","images/image_505.jpg","Billedet indeholder sandsynligvis: en eller flere personer, himmel, sky, nærbillede og friluftsliv"
"En udendørs sofa. Billede i kommentare. #StopClickBait","07-04-2017 14:30","","","","dagens.dk","Hun sætter to gamle senge sammen i haven, men vent til du se resultatet - det må jeg prøve!","http://www.dagens.dk/livsstil/hun-saetter-gamle-senge-sammen-i-haven-men-vent-til-du-se-resultatet-det-maa-jeg-proeve","Foråret banker på døren, og på en rigtig forårsdag skal det være muligt at sidde ude på terrassen og nyde solens stråler.","images/image_506.jpg","Billedet indeholder sandsynligvis: folk, der sidder, plante, græs, friluftsliv og natur"
"Frifundet. #Stopclickbait","07-04-2017 12:59","","","","ekstrabladet.dk","Tiltalt i voldssag: Her er Superliga-trænerens dom","http://ekstrabladet.dk/sport/fodbold/dansk_fodbold/superligaen/tiltalt-i-voldssag-her-er-superliga-traenerens-dom/6606484","Fredag faldt der dom i voldssagen, hvor Silkeborgs Superliga-træner, Peter Sørenen, stod tiltalt for to forhold af vold mod ekskonen. Han blev frifundet ve","images/image_507.jpg","Billedet indeholder sandsynligvis: en eller flere personer og friluftsliv"
"Racerkøreren Jason Watt låner exoskelet til at gå og stå. #StopClickBait","06-04-2017 15:30","","","","bt.dk","Efter 17 år i rullestol: Dansk tv-vært tager sine første skridt - og bliver helt overrasket","http://www.bt.dk/motorsport/efter-17-aar-i-rullestol-dansk-tv-vaert-tager-sine-foerste-skridt-og-bliver","Læs mere her.","images/image_508.jpg","Billedet indeholder sandsynligvis: en eller flere personer, bil og friluftsliv"
"-Formoder ekspert. #StopClickBait","06-04-2017 14:00","","","","bt.dk","Henrik droppede Dronningen og tog på ferie: 'Vil ikke længere være en del af hendes liv'","http://www.bt.dk/danmark/henrik-droppede-dronningen-og-tog-paa-ferie-vil-ikke-laengere-vaere-en-del-af","Læs mere her.","images/image_509.jpg","Billedet indeholder sandsynligvis: en eller flere personer, solbriller og friluftsliv"
"Kan komme til at gælde nye, populære albums de første to uger. #StopClickBait","06-04-2017 12:30","","","","bt.dk","Spotify: Snart ikke mere gratis musik","http://www.bt.dk/musik/spotify-snart-ikke-mere-gratis-musik","Læs mere her.","images/image_510.jpg","Ingen automatisk alternativ tekst tilgængelig."
"En kjole. Billede i kommentarerne. #StopClickbait","05-04-2017 21:34","","","","ekstrabladet.dk","Han bestilte tøj på nettet - nu griner alle af det, der lå i pakken","http://ekstrabladet.dk/vrangen/han-bestilte-toej-paa-nettet-nu-griner-alle-af-det-der-laa-i-pakken/6604378","Jeremy Russell fik ikke helt det, han troede, da han klikkede på en tanktop på Amazon","images/image_511.jpg","Image may contain: one or more people, phone, selfie and closeup"
"Under sin seng. #StopClickBait","05-04-2017 20:23","","","","dagens.dk","Kæmpe eftersøgning af forsvundet 9-årig dreng: Nu er han fundet et højst uventet sted","http://www.dagens.dk/viralt/kaempe-eftersoegning-af-forsvundet-9-aarig-dreng-nu-er-han-fundet-et-hoejst-uventet-sted","En 9-årig dreng satte ufrivilligt en kæmpe eftersøgning i gang, da hans forældre pludselig ikke kunne finde ham.","images/image_512.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"Det er en tysk historie. Han var fuld og var blevet uvenner med nogen og var desuden vred på verden.  #StopClickBait","04-04-2017 20:22","","","","ekstrabladet.dk","Kastede sten fra motorvejsbro og udryddede næsten hel familie: Nu forklarer han hvorfor","http://ekstrabladet.dk/112/kastede-sten-fra-motorvejsbro-og-udryddede-naesten-hel-familie-nu-forklarer-han-hvorfor/6602552","En tysk mand har tilstået, at han kastede den sten, der ramte en tysk familie på en tysk motorvej. Nu forklarer han hvorfor","images/image_513.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der står og friluftsliv"
"10.000 australske dollars i ovnen, da hendes veninde havde skrevet til et lokalt radioprogram, kendt for deres velgørenheds-indslag (""Giveback""). Ud over dette havde de også leveret samtlige materialer der skal til for at passe på en baby i 6 måneder. Video i kommentarerne. #StopClickBait","04-04-2017 19:30","","","","dagens.dk","Hendes mand forlod hende, da hun var gravid i 8. måned - 5 uger senere finder hun dette i ovnen","http://www.dagens.dk/viralt/hendes-mand-forlod-hende-da-hun-var-gravid-i-8-maaned-5-uger-senere-finder-hun-dette-i-ovnen","Amanda og hendes mand prøvede desperat at få en baby i tre lange år. Efter adskillige mislykkede forsøg begyndte Amanda at indse den håbeløse realitet, at hun nok aldrig ville kunne få sine egne børn.","images/image_514.jpg","Billedet indeholder sandsynligvis: en eller flere personer, nærbillede og indendørs"
"Tesmagen bliver lidt kedeligere. #StopClickBait","04-04-2017 18:30","","","","bt.dk","Derfor må du aldrig koge vandet to gange","http://www.bt.dk/udland/derfor-maa-du-aldrig-koge-vandet-to-gange","Læs mere her.","images/image_515.jpg","Ingen automatisk alttekst tilgængelig."
"Han forstår det, men synes det er lidt usmageligt når det handler om mennesker der kommer til skade, eller dør. #StopClickBait","31-03-2017 08:22","","","","ekstrabladet.dk","Du gætter ALDRIG hvad Casper C mener om clickbait...","http://ekstrabladet.dk/flash/dkkendte/du-gaetter-aldrig-hvad-casper-c-mener-om-clickbait/6592223","Den garvede komiker og mediemand er ikke bange for at lange lidt ud efter nutidens digitale medier","images/image_516.jpg","Billedet indeholder sandsynligvis: en eller flere personer, briller og nærbillede"
"1.Julie 2.Camilla 3.Maria 4.Louise 5.Sofie... 6.Christina 7.Line 8.Mette 9.Katrine 10.Pernille #StopClickBait Se mere","28-03-2017 15:30","","","","bt.dk","Piger med disse navne har nemmest ved at score","http://www.bt.dk/sex-og-parforhold/piger-med-disse-navne-har-nemmest-ved-at-score","Læs mere her.","images/image_517.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der står og indendørs"
"Renault. #StopClickBait","15-03-2017 19:19","","","","ekstrabladet.dk","Skandale-anklage mod bilgigant: Har fusket i 25 år","http://ekstrabladet.dk/nyheder/samfund/skandale-anklage-mod-bilgigant-har-fusket-i-25-aar/6575272","Ifølge en rapport lavet af franske efterforskere har Renault snydt med en forureningstest af deres motorer i over 25 år","images/image_518.jpg","Billedet indeholder sandsynligvis: tekst"
"4. Mio årligt #StopClickBait","07-03-2017 17:38","","","","ekstrabladet.dk","Afsløring: Her er Bendtners nye lave løn","http://ekstrabladet.dk/sport/fodbold/udenlandsk_fodbold/international_fodbold/afsloering-her-er-bendtners-nye-lave-loen/6562783","Nicklas Bendtners løn reduceres til en tredjedel med skiftet fra Nottingham F. til Rosenborg - får i omegnen af fire mio. kr. i årsløn","images/image_519.jpg","Image may contain: one or more people and people sitting"
"I nyttejob på et plejehjem. #StopClickBait","11-02-2017 21:51","","","","ekstrabladet.dk","Husker du Dovne Robert? Nu skal han i nyttejob","http://ekstrabladet.dk/nyheder/samfund/husker-du-dovne-robert-nu-skal-han-i-nyttejob/6530145","Robert Nielsen blev kendt som kontanthjælpsmodtageren, der påberåbte sig retten til at sige nej til 'skodjob.' Nu skal 'Dovne Robert' i nyttejob og glæder","images/image_520.jpg","Billedet indeholder sandsynligvis: en eller flere personer, skæg, briller, hat og nærbillede"
"Cristiano Ronaldo. #StopClickBait","03-02-2017 21:56","","","","bt.dk","Årsløn på 610 millioner kroner: Han er verdens bedst betalte sportsstjerne","http://www.bt.dk/sport/aarsloen-paa-610-millioner-kroner-han-er-verdens-bedst-betalte-sportsstjerne","Læs mere her.","images/image_521.jpg","Billedet indeholder sandsynligvis: en eller flere personer og friluftsliv"
"Coutinho og ingen frikøbsklausul. #StopClickBait","25-01-2017 09:43","","","","bt.dk","Liverpool lukker munden på bejlere: Giver største stjerne rekordkontrakt – med vigtig detalje","http://www.bt.dk/fodbold/liverpool-lukker-munden-paa-bejlere-giver-stoerste-stjerne-rekordkontrakt-med","Læs mere her.","images/image_522.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"At medvirke i en pornofilm. #StopClickBait","24-01-2017 22:38","","","","ekstrabladet.dk","Manden med verdens længste penis har fået vildt jobtilbud","http://ekstrabladet.dk/sex_og_samliv/kys-og-kaerlighed/manden-med-verdens-laengste-penis-har-faaet-vildt-jobtilbud/6504763","Den 54-årige mexicaner har kun forsøgt at have sex to gange i sit liv - begge gange uden held","images/image_523.jpg","Image may contain: one or more people and outdoor"
"Grøn Look. #StopClickBait","23-01-2017 16:51","","","","bt.dk","Legendarisk cigaretmærke udgår efter 51 år på markedet","http://www.bt.dk/erhverv/ikke-klar-legendarisk-cigaretmaerke-udgaar-efter-51-aar-paa-markedet","Læs mere her.","images/image_524.jpg","Ingen automatisk alttekst tilgængelig."
"Et brændende lys. #StopClickBait","17-01-2017 08:26","","","","ekstrabladet.dk","Her gemt bag chips-poserne fandt personalet noget, der kunne have udløst en døds-katastrofe","http://ekstrabladet.dk/112/her-gemt-bag-chips-poserne-fandt-personalet-noget-der-kunne-have-udloest-en-doeds-katastrofe/6493333","Ukendt gerningsmand eller gerningsmænd placerede et brændende lys gemt bag chips-poserne i en Ica-butik i Skåne - gerningsmanden efterlyses nu mistænkt for","images/image_525.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"Holger. #StopClickBait","09-01-2017 07:13","","","","bt.dk","Se billedet: Rasmus Seebach er blevet far - det skal sønnen hedde","http://www.bt.dk/kendte/se-billedet-rasmus-seebach-er-blevet-far-det-skal-soennen-hedde","Læs mere her.","images/image_526.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"Hendes adopterede søn fra Rumænien, Peter. #StopClickBait","28-12-2016 08:14","","","","ekstrabladet.dk","Anne Linnets søn skal opereres: - Jeg vil være kvinde","http://ekstrabladet.dk/flash/dkkendte/anne-linnets-soen-skal-opereres-jeg-vil-vaere-kvinde/6468450","Sønnen Peter vil blive til P.","images/image_527.jpg","Image may contain: one or more people and closeup"
"Danskhed. #StopClickBait","16-12-2016 16:13","","","","ekstrabladet.dk","Her er årets danske ord","http://ekstrabladet.dk/nyheder/samfund/her-er-aarets-danske-ord/6455843","Ordet, som beskriver det at være og føle sig dansk, er af et dommerpanel blevet udpeget til Årets Ord","images/image_528.jpg","Billedet indeholder sandsynligvis: himmel og sky"
"Sunset Boulevard, Hovedbanegården. #StopClickBait","13-12-2016 12:40","","","","ekstrabladet.dk","Klamt: Her blev Sunset Boulevard-bøfferne stegt","http://ekstrabladet.dk/kup/klamt-her-blev-sunset-boulevard-boefferne-stegt/6449635","Fødevarekontrollen har igen afsløret ulækre forhold på Sunset Boulevard på Københavns Hovedbanegård.","images/image_529.jpg","Image may contain: food"
"Tre æg om dagen. To af dem rå og lidt hakket oksekød. #StopClickBait","29-11-2016 17:10","","","","ekstrabladet.dk","Emma er den eneste levende person fra 1800-tallet: Her er hendes hemmelighed","http://ekstrabladet.dk/nyheder/samfund/emma-er-den-eneste-levende-person-fra-1800-tallet-her-er-hendes-hemmelighed/6430663","I sidste uge døde amerikanske Susannah Mushatt Jones, og på sin 117 års fødselsdag kan en ny kvinde fejre titlen som verdens ældste. Og hun har en ganske s","images/image_530.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der sidder og indendørs"
"Hun ville ikke have han kontaktede hende. #StopClickBait","24-11-2016 20:08","","","","bt.dk","Mystisk teenager forsvandt i seks måneder: Da faderen fandt hende, fik han en barsk besked","http://www.bt.dk/udland/mystisk-teenager-forsvandt-i-seks-maaneder-da-faderen-fandt-hende-fik-han-en-barsk-","Læs mere her.","images/image_531.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"Bonus på op til 130% af en månedsløn. #StopClickBait","23-11-2016 11:34","","","","bt.dk","Ikea belønner alle ansatte i Danmark: Får uventet bonus","http://www.bt.dk/erhverv/ikea-beloenner-alle-ansatte-i-danmark-faar-uventet-bonus","Læs mere her.","images/image_532.jpg","Billedet indeholder sandsynligvis: en eller flere personer, himmel og friluftsliv"
"Han fandt 5.000 guldbarer i huset. Værdi: 3,5 milioner euro. #StopClickBait","23-11-2016 10:15","","","","bt.dk","Heldig mand arvede hus med kæmpe overraskelse: Nu er han mangemillionær","http://www.bt.dk/udland/heldig-mand-arvede-hus-med-kaempe-overraskelse-nu-er-han-mangemillionaer","Læs mere her.","images/image_533.jpg","Billedet indeholder sandsynligvis: træ, plante, himmel, hus, friluftsliv og natur"
"En polyp på stemmebåndet. #StopClickBait","22-11-2016 12:29","","","","bt.dk","Christopher afslører sygdom: Tvunget til at sætte karrieren på pause","http://www.bt.dk/underholdning/christopher-afsloerer-sygdom-tvunget-til-at-saette-karrieren-paa-pause","Læs mere her.","images/image_534.jpg","Billedet indeholder sandsynligvis: en eller flere personer og nærbillede"
"""Bøsse, ja, men med masser af penge, dit svin."" #StopClickBait","22-11-2016 10:22","","","","bt.dk","Ronaldo blev kaldt bøsse: Men så svarede han tilbage...","http://www.bt.dk/fodbold/ronaldo-blev-kaldt-boesse-men-saa-svarede-han-tilbage","Læs mere her.","images/image_535.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"USA: Selvbetjeningskasser. #StopClickBait","22-11-2016 09:45","","","","bt.dk","McDonalds med nyt træk i 'burgerkrigen': Indfører helt nyt koncept","http://www.bt.dk/udland/mcdonalds-med-nyt-traek-i-burgerkrigen-indfoerer-helt-nyt-koncept","Læs mere her.","images/image_536.jpg","Billedet indeholder sandsynligvis: en eller flere personer og tekst"
"Åben ikke .svg filer. #StopClickBait","22-11-2016 08:43","","","","bt.dk","Ny virus breder sig lige nu på Facebook: Kan hurtigt koste dig 2.500 kroner","http://www.bt.dk/danmark/ny-virus-breder-sig-lige-nu-paa-facebook-kan-hurtigt-koste-dig-2.500-kroner","Læs mere her.","images/image_537.jpg","Billedet indeholder sandsynligvis: skærm"
"Lugerne ned til ubåden er åbnet. #StopClickBait","21-11-2016 18:15","","","","ekstrabladet.dk","Ubåd fra 1. Verdenskrig fundet med gribende detalje","http://ekstrabladet.dk/nyheder/krigogkatastrofer/ubaad-fra-1-verdenskrig-fundet-med-gribende-detalje/6416227","Ubåds-forlis ved kysten i Holland: Dykkerne har fundet hele skroget intakt - og en gribende detalje, som afslører at søfolkene ikke blev dræbt omgående","images/image_538.jpg","Billedet indeholder sandsynligvis: ocean, himmel, friluftsliv, vand og natur"
"På grund af vinden. #StopClickBait","20-11-2016 19:30","","","","ekstrabladet.dk","Derfor flyver flyene lavt over København","http://ekstrabladet.dk/nyheder/samfund/derfor-flyver-flyene-lavt-over-koebenhavn/6415569","Mange fly flyver meget lavt over København og særligt Valby i dag","images/image_539.jpg","Billedet indeholder sandsynligvis: himmel, sky, fugl, friluftsliv og natur"
"Du kan godt skrive, at det er en ny tv-serie, og at jeg har en af hovedrollerne i den. Men mere kan jeg desværre ikke fortælle, før selskabet kommer med noget officielt. #StopClickBait","19-11-2016 12:42","","","","bt.dk","Ulrich Thomsen scorer hovedrolle i amerikansk tv-serie","http://www.bt.dk/film-og-tv/ulrich-thomsen-scorer-hovedrolle-i-amerikansk-tv-serie","Læs mere her.","images/image_540.jpg","ulrich thomsen scorer hovedrolle i amerikansk tvserie"
"Hun tog frække billeder fra sin affæres værelse. #StopClickBait","16-11-2016 07:57","","","","ekstrabladet.dk","Sendte sexbeskeder til kæresten fra ferie: Detalje afslørede hende i utroskab","http://ekstrabladet.dk/sex_og_samliv/sendte-sexbeskeder-til-kaeresten-fra-ferie-detalje-afsloerede-hende-i-utroskab/6407489","Han tog hende på fersk gerning, da hun blev for sjusket med nøgenbillederne","images/image_541.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"''Hun blev tvunget til det.'' #StopClickBait","13-11-2016 08:42","","","","bt.dk","Peter Lundins ekskone står frem med uhyggelig historie: Derfor giftede jeg mig med barnemorderen","http://www.bt.dk/krimi/peter-lundins-ekskone-staar-frem-med-uhyggelig-historie-derfor-giftede-jeg-mig-med-b","Læs mere her.","images/image_542.jpg","Billedet indeholder sandsynligvis: en eller flere personer, solbriller, skæg og nærbillede"
"''Hun har foreløbig besøgt 181 lande'' #StopClickBait","11-11-2016 10:39","","","","bt.dk","Hun er kun 27 - men hun har snart en rekord, du aldrig kommer til at slå","http://www.bt.dk/udland/hun-er-kun-27-men-hun-har-snart-en-rekord-du-aldrig-kommer-til-at-slaa","Læs mere her.","images/image_543.jpg","Billedet indeholder sandsynligvis: en eller flere personer, bjerg, himmel, friluftsliv og natur"
"32. #StopClickBait","11-11-2016 10:09","","","","ekstrabladet.dk","Våd aften: Så mange spritbilister blev fanget på J-dag","http://ekstrabladet.dk/biler/vaad-aften-saa-mange-spritbilister-blev-fanget-paa-j-dag/6397830","I dagene omkring J-dag lavede politiet sæsonens første store aktion mod spritbilister","images/image_544.jpg","Billedet indeholder sandsynligvis: en eller flere personer, telefon og nærbillede"
"""Hun delte nøgenbilleder af ham på Facebook."" #StopClickBait","10-11-2016 18:49","","","","bt.dk","Kaylea fik nøgenbilleder af chefen: Da hun blev fyret, tog hun en grusom hævn","http://www.bt.dk/udland/kaylea-fik-noegenbilleder-af-chefen-da-hun-blev-fyret-tog-hun-en-grusom-haevn","Læs mere her.","images/image_545.jpg","Image may contain: one or more people and outdoor"
"""En lille knap under armlænet."" #StopClickBait","10-11-2016 15:15","","","","ekstrabladet.dk","Presset? Denne hemmelige knap giver dig mere plads i flyet","http://ekstrabladet.dk/ferie/presset-denne-hemmelige-knap-giver-dig-mere-plads-i-flyet/6395333","Der er aldrig rigtig nok plads i flysædet. Det kan et lille trick dog ændre på","images/image_546.jpg","Billedet indeholder sandsynligvis: en eller flere personer, folk, der sidder og indendørs"
"""Din smartphone."" #StopClickBait","10-11-2016 11:28","","","","ekstrabladet.dk","Denne lille 'tradition' smadrer din nattesøvn","http://ekstrabladet.dk/kup/elektronik/denne-lille-tradition-smadrer-din-nattesoevn/6396940","Skal du have en god nats søvn, er der en gadget, du typisk skal holde dig fra","images/image_547.jpg","Billedet indeholder sandsynligvis: en eller flere personer og folk, der sidder"
"""Det går rigtig, rigtig godt."" #StopClickBait","09-11-2016 22:36","","","","bt.dk","Luksusfælden ændrede alt for Tina og Preben: Sådan går det i dag","http://www.bt.dk/livsstil/luksusfaelden-aendrede-alt-for-tina-og-preben-saadan-gaar-det-i-dag","Læs mere her.","images/image_548.jpg","Ingen automatisk alternativ tekst tilgængelig."
"""Rentefri finansiering"" #StopClickBait","09-11-2016 21:56","","","","ekstrabladet.dk","Lokker kunderne: Bilgigant bruger nyt trick til at sælge biler","http://ekstrabladet.dk/biler/lokker-kunderne-bilgigant-bruger-nyt-trick-til-at-saelge-biler/6395782","Den store konkurrence på bilmarkedet har fået Toyota til at indføre et rentefrit lån","images/image_549.jpg","Billedet indeholder sandsynligvis: bil"
"Et sted mellem 50-80, hvis han selv skal gætte. #StopClickBait","05-11-2016 19:25","","","","ekstrabladet.dk","Jørgen Leth afslører: Så mange kvinder har jeg haft sex med","http://ekstrabladet.dk/nyheder/samfund/joergen-leth-afsloerer-saa-mange-kvinder-har-jeg-haft-sex-med/6386289","I et stort interview med Børsen afslører Jørgen Leth, hvor mange kvinder, han har været i seng med","images/image_550.jpg","Billedet indeholder sandsynligvis: en eller flere personer, briller og nærbillede"
"Evan McMullin. Han vinder muligvis Utah, og kunne derfor koste Trump 6 valgmænd, som Trump ellers har hårdt brug for. #StopClickBait","05-11-2016 18:26","","","","bt.dk","Trumps værste mareridt: Her er manden, der kan smadre 'The Donalds' ultimative triumf","http://www.bt.dk/udland/trumps-vaerste-mareridt-her-er-manden-der-kan-smadre-the-donalds-ultimative-triumf","Læs mere her.","images/image_551.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"Hun vandt en million kroner. #StopClickBait","05-11-2016 16:58","","","","bt.dk","Kvinde ville indløse skrabe-gevinst i Meny: Der ventede hende en kæmpe overraskelse","http://www.bt.dk/utroligt-men-sandt/kvinde-ville-indloese-skrabe-gevinst-i-meny-der-ventede-hende-en-kaempe","Læs mere her.","images/image_552.jpg","Billedet indeholder sandsynligvis: en eller flere personer"
"Missilsiloer. #StopClickBait","05-11-2016 16:05","","","","bt.dk","Ingen ved, hvad disse mystiske sekskanter er: Ekspert har en skræmmende teori","http://www.bt.dk/udland/ingen-ved-hvad-disse-mystiske-sekskanter-er-ekspert-har-en-skraemmende-teori","Læs mere her.","images/image_553.jpg","Ingen automatisk alternativ tekst tilgængelig."
"""Storm havde nemlig set, at manden var løbet i skjul og han kunne helt præcis fortælle betjentene, hvor manden havde gemt sig."" #StopClickBait","04-11-2016 10:40","","","","lokalavisen.dk","10-årig helt: Sådan hjalp Storm politiet med at fange bevæbnet forbryder - Lokalavisen.dk","http://lokalavisen.dk/10-aarig-helt-saadan-hjalp-storm-politiet-med-at-fange-bevaebnet-forbryder-/Politi/20161102/artikler/161109752/1265","10-årig helt: Sådan hjalp Storm politiet med at fange bevæbnet forbryder","images/image_554.jpg","Billedet indeholder sandsynligvis: en eller flere personer og briller"
"""Reklame for cigaretter"" i form af de lysende cigaretbokse bag disken. #StopClickBait","04-11-2016 08:38","","","","ekstrabladet.dk","Derfor er 139 7-Eleven-butikker blevet politianmeldt","http://ekstrabladet.dk/nyheder/samfund/derfor-er-139-7-eleven-butikker-blevet-politianmeldt/6384524","Forbrugerombudsmanden har valgt at politianmelde 7-Eleven og tobaksfirmaet House of Prince","images/image_555.jpg","圖像裡可能有螢幕、食物和室內"
"Beredskabsstyrelsens ""Mobilvarsling"" app. Link i kommentarerne. #StopClickBait","03-11-2016 18:34","","","","ekstrabladet.dk","Denne app advarer dig inden vintervejret rammer","http://ekstrabladet.dk/kup/elektronik/mobil/denne-app-advarer-dig-inden-vintervejret-rammer/6377719","Storm, islag og snebyger nærmer sig - men ny app skal klæde dig godt på til sæsonens udfordringer på vejene","images/image_556.jpg","Billedet indeholder sandsynligvis: tekst"
"En eller to mere. Eller flere endnu. #StopClickBait","03-11-2016 17:15","","","","ekstrabladet.dk","Christiane afslører: Så mange børn vil jeg have","http://ekstrabladet.dk/flash/dkkendte/christiane-afsloerer-saa-mange-boern-vil-jeg-have/6379872","Den nybagte mor drømmer om flere børn","images/image_557.jpg","Billedet indeholder sandsynligvis: smilende personer, en eller flere personer, nærbillede og tekst"
"14 dages betinget fængsel, og 30 timers samfundstjeneste. #StopClickBait","03-11-2016 16:19","","","","ekstrabladet.dk","LIVE: TopGunn i retten: Her er dommen","http://ekstrabladet.dk/flash/dkkendte/live-topgunn-i-retten-her-er-dommen/6382628","Rapper tiltalt for voldsepisode, som der findes en video af","images/image_558.jpg","Billedet indeholder sandsynligvis: en eller flere personer, hat, friluftsliv og nærbillede"
"Fuldkornsprodukter, frugt, mælk i stedet for søde ting og sager. #StopClickBait","02-11-2016 08:54","","","","nyheder.tv2.dk","Her er morgenmaden, der gør dit barn klogere","http://nyheder.tv2.dk/samfund/2016-11-01-her-er-morgenmaden-der-goer-dit-barn-klogere","Hvad skal man spise for at kunne regne med brøker og bøje tyske gloser en hel dag? Se her hvad det anbefales at proppe i ungerne fra morgenstunden.","images/image_559.jpg","Image may contain: one or more people and people sitting"
